x_real, x_imag, y_real, y_imag
0.000000000000000000e+00,0.000000000000000000e+00,9.726634531074319057e+01,0.000000000000000000e+00
6.499510915353312601e-01,0.000000000000000000e+00,9.749382651036393099e+01,-2.756766269260783053e-01
1.243009996182522725e+00,0.000000000000000000e+00,9.818283651396286871e+01,-5.555643649214792035e-01
1.730982630250177845e+00,0.000000000000000000e+00,9.935355448774778608e+01,-8.440804021894504627e-01
2.081541212360923598e+00,0.000000000000000000e+00,1.010412788372347848e+02,-1.146075541263273490e+00
2.282615996607469278e+00,0.000000000000000000e+00,1.032991752780424122e+02,-1.467108573686398021e+00
2.343277223533162701e+00,0.000000000000000000e+00,1.062026808500538948e+02,-1.813801828371566449e+00
2.291020385188563324e+00,0.000000000000000000e+00,1.098562822543573247e+02,-2.194328950686677882e+00
2.166025798428826477e+00,0.000000000000000000e+00,1.144038903334699739e+02,-2.619115996850093886e+00
2.013509314002074113e+00,0.000000000000000000e+00,1.200449163886573274e+02,-3.101891393079487358e+00
1.875612751022315727e+00,0.000000000000000000e+00,1.270597884632060612e+02,-3.661322206979978677e+00
1.784339171273508162e+00,0.000000000000000000e+00,1.358518200232857964e+02,-4.323673313311986455e+00
1.756810588599362788e+00,0.000000000000000000e+00,1.470188806019293963e+02,-5.127336901696496696e+00
1.793659251210431904e+00,0.000000000000000000e+00,1.614827157734536627e+02,-6.130985302507135692e+00
1.880748558860537711e+00,0.000000000000000000e+00,1.807381545851910118e+02,-7.429263565465349828e+00
1.993774228019842942e+00,0.000000000000000000e+00,2.073753111196287477e+02,-9.185655021969523659e+00
2.104744086694599670e+00,0.000000000000000000e+00,2.463013008173454352e+02,-1.170935468386846168e+01
2.188981230609697182e+00,0.000000000000000000e+00,3.080685083709646506e+02,-1.566467408443002185e+01
2.231207270883505789e+00,0.000000000000000000e+00,4.202552820780677507e+02,-2.278706058096659248e+01
2.229456069258413997e+00,0.000000000000000000e+00,6.849848062933230040e+02,-3.950188373309245549e+01
2.196005658736543520e+00,0.000000000000000000e+00,2.055430460913023580e+03,-1.257780164034452071e+02
2.155112215176740786e+00,0.000000000000000000e+00,-1.847356489950907417e+03,1.197137242262791119e+02
2.137969702674948902e+00,0.000000000000000000e+00,-6.156233709295087237e+02,4.217281644935262364e+01
2.175878434967373654e+00,0.000000000000000000e+00,-3.618629352774938752e+02,2.616450876316780594e+01
2.292976771886949372e+00,0.000000000000000000e+00,-2.525554029013490549e+02,1.924800600548292095e+01
2.499999999999999556e+00,0.000000000000000000e+00,-1.918104734893362888e+02,1.539024778525952719e+01
2.790356546216659961e+00,0.000000000000000000e+00,-1.532245605366458676e+02,1.292992688750304531e+01
3.139385783170804523e+00,0.000000000000000000e+00,-1.265933442967851050e+02,1.122492576138606424e+01
3.507063914532327686e+00,0.000000000000000000e+00,-1.071409143153960031e+02,9.974670344785387499e+00
3.843768066180770049e+00,0.000000000000000000e+00,-9.233403003165882694e+01,9.019699290938772762e+00
4.098118691326851248e+00,0.000000000000000000e+00,-8.070420584423277433e+01,8.267555004277099329e+00
4.225509526114956671e+00,0.000000000000000000e+00,-7.134161507502935251e+01,7.660942122853758640e+00
4.195781772340883009e+00,0.000000000000000000e+00,-6.365258900213500226e+01,7.162470168305864249e+00
3.998635335541735003e+00,0.000000000000000000e+00,-5.723333310201279289e+01,6.746708125464012440e+00
3.645770572246177732e+00,0.000000000000000000e+00,-5.179968853055562761e+01,6.395765246763593481e+00
3.169344732604788994e+00,0.000000000000000000e+00,-4.714591951594272246e+01,6.096698167503275201e+00
2.616997664229894660e+00,0.000000000000000000e+00,-4.311943485740897586e+01,5.839920666725491927e+00
2.044325718339039977e+00,0.000000000000000000e+00,-3.960469160718968595e+01,5.618191283537610659e+00
1.506144121470755604e+00,0.000000000000000000e+00,-3.651261210240436128e+01,5.425947973878380459e+00
1.048090065904153656e+00,0.000000000000000000e+00,-3.377343033791958504e+01,5.258858705374691134e+00
7.000422464373698972e-01,0.000000000000000000e+00,-3.133173778462649040e+01,5.113510628647949474e+00
4.724828284504951625e-01,0.000000000000000000e+00,-2.914297825721846635e+01,4.987190636098414842e+00
3.563716934967878780e-01,0.000000000000000000e+00,-2.717092039868203557e+01,4.877727676064566253e+00
3.264458837311862704e-01,0.000000000000000000e+00,-2.538580382355005227e+01,4.783377734016967864e+00
3.472237666766204711e-01,0.000000000000000000e+00,-2.376295834996155065e+01,4.702738905730281971e+00
3.805029640171628258e-01,0.000000000000000000e+00,-2.228176118819420992e+01,4.634688114916793111e+00
3.928853613568935588e-01,0.000000000000000000e+00,-2.092483931116972684e+01,4.578333705826899802e+00
3.618884183928007814e-01,0.000000000000000000e+00,-1.967745221296911851e+01,4.532979918007164599e+00
2.795026479790928553e-01,0.000000000000000000e+00,-1.852700908844347794e+01,4.498100455420830812e+00
1.525713172056223366e-01,0.000000000000000000e+00,-1.746268734943816980e+01,4.473319198663682883e+00
3.061616997868382648e-16,0.000000000000000000e+00,-1.647512834389322123e+01,4.458396705404778615e+00
-1.525713172056217815e-01,0.000000000000000000e+00,-1.555619245014682939e+01,4.453221583802219996e+00
-2.795026479790924667e-01,0.000000000000000000e+00,-1.469876021773107411e+01,4.457806162398369132e+00
-3.618884183928006149e-01,0.000000000000000000e+00,-1.389656947135506115e+01,4.472286157134645279e+00
-3.928853613568938363e-01,0.000000000000000000e+00,-1.314408065775866241e+01,4.496924281263344092e+00
-3.805029640171627148e-01,0.000000000000000000e+00,-1.243636444744153557e+01,4.532117981482438829e+00
-3.472237666766200270e-01,0.000000000000000000e+00,-1.176900687699822612e+01,4.578411737058048381e+00
-3.264458837311846051e-01,0.000000000000000000e+00,-1.113802825099996952e+01,4.636514653117482787e+00
-3.563716934967874339e-01,0.000000000000000000e+00,-1.053981269489029593e+01,4.707324446053291922e+00
-4.724828284504943299e-01,0.000000000000000000e+00,-9.971045714377298808e+00,4.791959399958954258e+00
-7.000422464373690090e-01,0.000000000000000000e+00,-9.428657402241142904e+00,4.891800528211971866e+00
-1.048090065904151658e+00,0.000000000000000000e+00,-8.909769050408051783e+00,5.008547093050987442e+00
-1.506144121470753827e+00,0.000000000000000000e+00,-8.411640862721665002e+00,5.144289955181013063e+00
-2.044325718339037756e+00,0.000000000000000000e+00,-7.931618184856779052e+00,5.301609160349026517e+00
-2.616997664229894660e+00,0.000000000000000000e+00,-7.467073096619337491e+00,5.483705066949382534e+00
-3.169344732604788550e+00,0.000000000000000000e+00,-7.015337212147175094e+00,5.694576748987143944e+00
-3.645770572246180841e+00,0.000000000000000000e+00,-6.573619865157748876e+00,5.939268337003191789e+00
-3.998635335541735891e+00,0.000000000000000000e+00,-6.138903094875615807e+00,6.224215061638325608e+00
-4.195781772340883897e+00,0.000000000000000000e+00,-5.707800228134247256e+00,6.557739040046910439e+00
